sentence|keep
in response to a request for information if we believe disclosure is in accordance with, or required by, any applicable law or legal process, including lawful requests by public authorities to meet law enforcement requirements; when we believe in good faith that we are lawfully authorized or required to do so or that doing so is reasonably necessary or appropriate to comply with the law or legal processes or respond to lawful requests, claims or legal authorities, including responding to lawful subpoenas, warrants, or court orders|False
if we believe your actions are inconsistent with the spirit or language of our user agreements or policies, or to protect the rights, property, and safety of the campaign, its volunteers, constituents, or others|False
we may also share aggregated or de-identified information that cannot reasonably be used by those third parties to identify you|True
the campaign takes reasonable measures to help protect information about you from loss, theft, misuse and unauthorized access, disclosure, alteration and destruction|False
we use "cookies" on this site|True
a cookie is a piece of data stored on a site visitor's hard drive to help us improve your access to our site and identify repeat visitors to our site|False
this web site contains links to other sites|False
please be aware that we are not responsible for the content or privacy practices of such other sites|False
we encourage our users to be aware when they leave our site and to read the privacy statements of any other site that collects personally identifiable information|False
if you have any questions about this privacy policy, please contact us at max@maxfisherforvirginia|False
as you explore our website, we encourage you to provide us with information about yourself, so we can contact you with the latest news about amanda batten|False
we use cookies to personalize and enhance the interactivity of amandabatten|False
this privacy policy explains how information about you is collected, used and disclosed by destiny for virginia and any affiliates (destiny for virginia, we, or us)|False
we at destiny for virginia may obtain your personal information through three channels: (1) information you provide directly to us; (2) information we collect automatically when you use the sites; and (3) information we obtain from other sources|False
help connect you with other supporters, and solicit volunteers, donations and support for destiny for virginia and for other candidates, issues and organizations that we support;|False
detect, prevent, and respond to fraudulent transactions, abuse, security issues, and other illegal activities and protect the rights and property of destiny for virginia, users of our sites, and others, including by enforcing our terms & conditions; and|False
with current and future affiliates, a term that includes organizations, entities, and companies that control, are controlled by, or are under common control with, destiny for virginia;|False
when we believe in good faith that disclosure is necessary to protect or defend our rights, protect the safety and security of destiny for virginia, users of our sites or others, or to investigate suspected fraud, abuse, security issues, and other illegal activities;|False
if we believe your actions are inconsistent with the spirit or language of our user agreements or policies, or to protect the rights, property and safety of destiny for virginia, its employees, volunteers, constituents or others;|False
in connection with, or during negotiations of, any reorganization, formation of new committee or successor organization, asset sale or transfer, financing or lending transaction or in any other situation where personal information may be disclosed or transferred as one of the assets of destiny for virginia; and|False
these third-party products and services and third-party content are not under the control of destiny for virginia, and destiny for virginia is not responsible for the security or privacy of any personal information you share with them|False
please note that if you choose to remove or reject cookies, this could affectt the availability and functionality of our site|False
please note that opt-out requests may not take effect immediately and may take a reasonable amount of time to receive, process, and apply, during which time your information shall remain subject to your prior privacy settings|False
recipients of text messages may opt-out of receiving them by replying stop or opt out to the mobile message sent by destiny for virginia|False
destiny for virginia provides california residents with a cost-free method to opt out of having personal information shared with third parties for their direct marketing purposes|False
if you are a california resident and would like destiny for virginia to refrain from such sharing, please send your opt-out request to info@destinyforvirginia|False
destiny for virginia does not knowingly contact or collect personal information via the sites from children under the age of 13 without appropriate parental notice and consent|False
parents who have questions concerning this privacy policy or our practices can contact us at info@destinyforvirginia|False
destiny for virginia is based in the united states and the sites are operated and administered entirely within the united states|False
if you have any questions about this privacy policy or our privacy practices, please contact us at info@destinyforvirginia|False
as you explore our website, we encourage you to provide us with information about yourself, so we can contact you with the latest news about terry kilgore|False
we use cookies to personalize and enhance the interactivity of delegatekilgore|False
this privacy notice for {friends of don scott} (we, us, or our), describes how and why we might collect, store, use, and/or share (process) your information when you use our services (services), such as when you:|False
visit our website at leaderdonscott|False
com or any website of ours that links to this privacy notice|False
engage with us in other related ways, including any sales, marketing, or events|False
questions or concerns? reading this privacy notice will help you understand your privacy rights and choices|False
if you do not agree with our policies and practices, please do not use our services|False
if you still have any questions or concerns, please contact us at info@leaderdonscott|False
in short: we collect personal information that you provide to us|False
we collect personal information that you voluntarily provide to us when you express an interest in obtaining information about or from us or our campaign, when you participate in activities, or otherwise when you contact us|False
personal information provided by you|False
the personal information that we collect depends on the context of your interactions with us|False
the personal information we collect may include the following:|False
phone numbers|True
email addresses|True
names|True
how do we process your information|False
in short: we process your information to provide, improve, and administer our services, communicate with you, for security and fraud prevention, and to comply with law|False
we may also process your information for other purposes|False
we process your personal information for a variety of reasons, depending on how you interact with our services, including:|False
to respond to user inquiries/offer support to users|False
we may process your information to respond to your inquiries and solve any potential issues you might have with the requested service|False
to enable user-to-user communications|False
we may process your information if you choose to use any of our offerings that allow for communication with another user|False
to request feedback|False
we may process your information when necessary to request feedback|False
to deliver targeted advertising to you|False
we may process your information to develop and display personalized content and advertising tailored to your interests, location, and more|False
to comply with our legal obligations|False
we may process your information to comply with our legal obligations, respond to legal requests, and exercise, establish, or defend our legal rights|False
when and with whom do we share your personal information?|False
in short: we may share information in specific situations described in this section and/or with the following categories of third parties|False
we will not rent or sell your data, however|False
vendors, consultants, and other third-party service providers|False
we may share your data with third-party vendors, service providers, contractors, or agents (third parties) who perform services for us or on our behalf and require access to such information to do that work|False
the categories of third parties we may share personal information with are as follows:|False
communication & collaboration tools|False
data analytics services|False
data storage service providers|False
sales & marketing tools|False
social networks|False
user account registration & authentication services|False
how long do we keep your information?|False
in short: we keep your information for as long as necessary to fulfill the purposes outlined in this privacy notice unless otherwise required by law|False
we will only keep your personal information for as long as it is necessary for the purposes set out in this privacy notice, unless a longer retention period is required or permitted by law (such as tax, accounting, or other legal requirements)|False
when we have no ongoing legitimate business need to process your personal information, we will either delete or anonymize such information, or, if this is not possible (for example, because your personal information has been stored in backup archives)|False
how do we keep your information safe?|False
in short: we aim to protect your personal information through a system of organizational and technical security measures|False
we have implemented appropriate and reasonable technical and organizational security measures designed to protect the security of any personal information we process|False
however, despite our safeguards and efforts to secure your information, no electronic transmission over the internet or information storage technology can be guaranteed to be 100% secure, so we cannot promise or guarantee that hackers, cybercriminals, or other unauthorized third parties will not be able to defeat our security and improperly collect, access, steal, or modify your information|False
although we will do our best to protect your personal information, transmission of personal information to and from our services is at your own risk|False
what are your privacy rights?|False
in short: you may review, change, or terminate your account at any time|False
withdrawing your consent: if we are relying on your consent to process your personal information, which may be express and/or implied consent depending on the applicable law, you have the right to withdraw your consent at any time|False
you can withdraw your consent at any time by contacting us by using the contact details provided in the section how can you contact us about this notice? below|False
however, please note that this will not affect the lawfulness of the processing before its withdrawal nor, when applicable law allows, will it affect the processing of your personal information conducted in reliance on lawful processing grounds other than consent|False
opting out of marketing and promotional communications: you can unsubscribe from our marketing and promotional communications at any time by clicking on the unsubscribe link in the emails that we send, replying stop or unsubscribe to the sms messages that we send, or by contacting us using the details provided in the section how can you contact us about this notice? below|False
|False
you will then be removed from the marketing lists|False
however, we may still communicate with you  for example, to send you service-related messages that are necessary for the administration and use of your account, to respond to service requests, or for other non-marketing purposes|False
if you have questions or comments about your privacy rights, you may email us at info@leaderdonscott|False
do we make updates to this notice?|False
in short: yes, we will update this notice as necessary to stay compliant with relevant laws|False
we encourage you to review this privacy notice frequently to be informed of how we are protecting your information|False
how can you contact us about this notice?|False
if you have questions or comments about this notice, you may email us at info@leaderdonscott|False
com or contact us by post at:|False
phil newell info@leaderdonscott|False
how can you review, update, or delete the data we collect from you?|False
based on the applicable laws of your country, you may have the right to request access to the personal information we collect from you, change that information, or delete it|False
to request to review, update, or delete your personal information, please visit:  leaderdonscott|False
general information|False
welcome to our privacy policy page! when you use our store services, you trust us with your information|False
this privacy policy is meant to help you understand what data we collect, why we collect it, and what we do with it|False
when you share information with us, we can make our services even better for you|False
for instance, we can show you more relevant search results and ads, help you connect with people or to make sharing with others quicker and easier|False
as you use our services, we want you to be clear how were using information and the ways in which you can protect your privacy|False
this is important; we hope you will take time to read it carefully|False
remember, you can find controls to manage your information and protect your privacy and security|False
weve tried to keep it as simple as possible|False
right to access, correct and delete data and to object to data processing|False
our customers have the right to access, correct and delete personal data relating to them, and to object to the processing of such data, by addressing a written request, at any time|False
the company makes every effort to put in place suitable precautions to safeguard the security and privacy of personal data, and to prevent it from being altered, corrupted, destroyed or accessed by unauthorized third parties|False
however, the company does not control each and every risk related to the use of the internet, and therefore warns the site users of the potential risks involved in the functioning and use of the internet|False
the site may include links to other web sites or other internet sources|False
as the company cannot control these web sites and external sources, the company cannot be held responsible for the provision or display of these web sites and external sources, and may not be held liable for the content, advertising, products, services or any other material available on or from these web sites or external sources|False
management of personal data|False
you can view or edit your personal data online for many of our services|False
you can also make choices about our collection and use of your data|False
how you can access or control your personal data will depend on which services you use|False
you can choose whether you wish to receive promotional communications from our store by email, sms, physical mail, and telephone|False
if you receive promotional email or sms messages from us and would like to opt out, you can do so by following the directions in that message|False
|False
you can also make choices about the receipt of promotional email, telephone calls, and postal mail by visiting and signing into company promotional communications manager, which allows you to update contact information, manage contact preferences, opt out of email subscriptions, and choose whether to share your contact information with our partners|True
these choices do not apply to mandatory service communications that are part of certain store services|False
information we collect|False
our store collects data to operate effectively and provide you the best experiences with our services|False
you provide some of this data directly, such as when you create a personal account|False
we get some of it by recording how you interact with our services by, for example, using technologies like cookies, and receiving error reports or usage data from software running on your device|True
we also obtain data from third parties (including other companies)|False
for example, we supplement the data we collect by purchasing demographic data from other companies|True
we also use services from other companies to help us determine a location based on your ip address in order to customize certain services to your location|True
the data we collect depends on the services and features you use|False
how we use your information|False
our store uses the data we collect for three basic purposes: to operate our business and provide (including improving and personalizing) the services we offer, to send communications, including promotional communications, and to display advertising|False
in carrying out these purposes, we combine data we collect through the various store services you use to give you a more seamless, consistent and personalized experience|False
however, to enhance privacy, we have built in technological and procedural safeguards designed to prevent certain data combinations|False
for example, we store data we collect from you when you are unauthenticated (not signed in) separately from any account information that directly identifies you, such as your name, email address or phone number|True
sharing your information|False
we share your personal data with your consent or as necessary to complete any transaction or provide any service you have requested or authorized|True
for example, we share your content with third parties when you tell us to do so|True
when you provide payment data to make a purchase, we will share payment data with banks and other entities that process payment transactions or provide other financial services, and for fraud prevention and credit risk reduction|True
in addition, we share personal data among our controlled affiliates and subsidiaries|True
we also share personal data with vendors or agents working on our behalf for the purposes described in this statement|False
for example, companies weve hired to provide customer service support or assist in protecting and securing our systems and services may need access to personal data in order to provide those functions|False
in such cases, these companies must abide by our data privacy and security requirements and are not allowed to use personal data they receive from us for any other purpose|False
we may also disclose personal data as part of a corporate transaction such as a merger or sale of assets|False
last updated: july 24, 2023|False
this privacy policy describes our policies and procedures on the collection, use and disclosure of your information when you use the service and tells you about your privacy rights and how the law protects you|False
we use your personal data to provide and improve the service|False
by using the service, you agree to the collection and use of information in accordance with this privacy policy|False
this privacy policy has been created with the help of the privacy policy generator|False
interpretation and definitions|False
interpretation|False
the words of which the initial letter is capitalized have meanings defined under the following conditions|False
the following definitions shall have the same meaning regardless of whether they appear in singular or in plural|False
definitions|False
for the purposes of this privacy policy:|False
account means a unique account created for you to access our service or parts of our service|False
affiliate means an entity that controls, is controlled by or is under common control with a party, where "control" means ownership of 50% or more of the shares, equity interest or other securities entitled to vote for election of directors or other managing authority|False
company (referred to as either "the company", "we", "us" or "our" in this agreement) refers to waters for delegate, 52 cameron drive, newport news, va 23606|False
cookies are small files that are placed on your computer, mobile device or any other device by a website, containing the details of your browsing history on that website among its many uses|True
country refers to: virginia, united states|False
device means any device that can access the service such as a computer, a cellphone or a digital tablet|False
personal data is any information that relates to an identified or identifiable individual|False
service refers to the website|False
service provider means any natural or legal person who processes the data on behalf of the company|False
it refers to third-party companies or individuals employed by the company to facilitate the service, to provide the service on behalf of the company, to perform services related to the service or to assist the company in analyzing how the service is used|False
usage data refers to data collected automatically, either generated by the use of the service or from the service infrastructure itself (for example, the duration of a page visit)|False
website refers to waters for delegate, accessible from https://www|False
mattwaters|False
you means the individual accessing or using the service, or the company, or other legal entity on behalf of which such individual is accessing or using the service, as applicable|False
collecting and using your personal data|False
types of data collected|False
personal data|True
while using our service, we may ask you to provide us with certain personally identifiable information that can be used to contact or identify you|True
personally identifiable information may include, but is not limited to:|False
email address|True
phone number|True
address, state, province, zip/postal code, city|True
usage data|True
usage data is collected automatically when using the service|False
usage data may include information such as your devices internet protocol address (e|True
ip address), browser type, browser version, the pages of our service that you visit, the time and date of your visit, the time spent on those pages, unique device identifiers and other diagnostic data|True
when you access the service by or through a mobile device, we may collect certain information automatically, including, but not limited to, the type of mobile device you use, your mobile device unique id, the ip address of your mobile device, your mobile operating system, the type of mobile internet browser you use, unique device identifiers and other diagnostic data|True
we may also collect information that your browser sends whenever you visit our service or when you access the service by or through a mobile device|False
tracking technologies and cookies|False
we use cookies and similar tracking technologies to track the activity on our service and store certain information|True
tracking technologies used are beacons, tags, and scripts to collect and track information and to improve and analyze our service|True
the technologies we use may include:|False
cookies or browser cookies|True
a cookie is a small file placed on your device|False
you can instruct your browser to refuse all cookies or to indicate when a cookie is being sent|False
however, if you do not accept cookies, you may not be able to use some parts of our service|False
unless you have adjusted your browser setting so that it will refuse cookies, our service may use cookies|False
certain sections of our service and our emails may contain small electronic files known as web beacons (also referred to as clear gifs, pixel tags, and single-pixel gifs) that permit the company, for example, to count users who have visited those pages or opened an email and for other related website statistics (for example, recording the popularity of a certain section and verifying system and server integrity)|False
cookies can be "persistent" or "session" cookies|False
persistent cookies remain on your personal computer or mobile device when you go offline, while session cookies are deleted as soon as you close your web browser|False
you can learn more about cookies on termsfeed website article|False
we use both session and persistent cookies for the purposes set out below:|False
necessary / essential cookies|False
type: session cookies|False
administered by: us|False
purpose: these cookies are essential to provide you with services available through the website and to enable you to use some of its features|False
they help to authenticate users and prevent fraudulent use of user accounts|False
without these cookies, the services that you have asked for cannot be provided, and we only use these cookies to provide you with those services|False
cookies policy / notice acceptance cookies|False
type: persistent cookies|False
purpose: these cookies identify if users have accepted the use of cookies on the website|False
functionality cookies|False
purpose: these cookies allow us to remember choices you make when you use the website, such as remembering your login details or language preference|False
the purpose of these cookies is to provide you with a more personal experience and to avoid you having to re-enter your preferences every time you use the website|False
for more information about the cookies we use and your choices regarding cookies, please visit our cookies policy or the cookies section of our privacy policy|False
use of your personal data|False
the company may use personal data for the following purposes:|False
to provide and maintain our service, including to monitor the usage of our service|False
to manage your account: to manage your registration as a user of the service|False
the personal data you provide can give you access to different functionalities of the service that are available to you as a registered user|False
for the performance of a contract: the development, compliance and undertaking of the purchase contract for the products, items or services you have purchased or of any other contract with us through the service|False
to contact you: to contact you by email, telephone calls, sms, or other equivalent forms of electronic communication, such as a mobile applications push notifications regarding updates or informative communications related to the functionalities, products or contracted services, including the security updates, when necessary or reasonable for their implementation|False
to provide you with news, special offers and general information about other goods, services and events which we offer that are similar to those that you have already purchased or enquired about unless you have opted not to receive such information|False
to manage your requests: to attend and manage your requests to us|False
for business transfers: we may use your information to evaluate or conduct a merger, divestiture, restructuring, reorganization, dissolution, or other sale or transfer of some or all of our assets, whether as a going concern or as part of bankruptcy, liquidation, or similar proceeding, in which personal data held by us about our service users is among the assets transferred|False
for other purposes: we may use your information for other purposes, such as data analysis, identifying usage trends, determining the effectiveness of our promotional campaigns and to evaluate and improve our service, products, services, marketing and your experience|False
we may share your personal information in the following situations:|True
with service providers: we may share your personal information with service providers to monitor and analyze the use of our service, to contact you|False
for business transfers: we may share or transfer your personal information in connection with, or during negotiations of, any merger, sale of company assets, financing, or acquisition of all or a portion of our business to another company|False
with affiliates: we may share your information with our affiliates, in which case we will require those affiliates to honor this privacy policy|False
affiliates include our parent company and any other subsidiaries, joint venture partners or other companies that we control or that are under common control with us|False
with business partners: we may share your information with our business partners to offer you certain products, services or promotions|False
with other users: when you share personal information or otherwise interact in the public areas with other users, such information may be viewed by all users and may be publicly distributed outside|False
with your consent: we may disclose your personal information for any other purpose with your consent|False
retention of your personal data|False
the company will retain your personal data only for as long as is necessary for the purposes set out in this privacy policy|False
we will retain and use your personal data to the extent necessary to comply with our legal obligations (for example, if we are required to retain your data to comply with applicable laws), resolve disputes, and enforce our legal agreements and policies|False
the company will also retain usage data for internal analysis purposes|False
usage data is generally retained for a shorter period of time, except when this data is used to strengthen the security or to improve the functionality of our service, or we are legally obligated to retain this data for longer time periods|False
transfer of your personal data|False
your information, including personal data, is processed at the companys operating offices and in any other places where the parties involved in the processing are located|False
it means that this information may be transferred to  and maintained on  computers located outside of your state, province, country or other governmental jurisdiction where the data protection laws may differ than those from your jurisdiction|False
your consent to this privacy policy followed by your submission of such information represents your agreement to that transfer|False
the company will take all steps reasonably necessary to ensure that your data is treated securely and in accordance with this privacy policy and no transfer of your personal data will take place to an organization or a country unless there are adequate controls in place including the security of your data and other personal information|False
delete your personal data|False
you have the right to delete or request that we assist in deleting the personal data that we have collected about you|False
our service may give you the ability to delete certain information about you from within the service|False
you may update, amend, or delete your information at any time by signing in to your account, if you have one, and visiting the account settings section that allows you to manage your personal information|False
you may also contact us to request access to, correct, or delete any personal information that you have provided to us|False
please note, however, that we may need to retain certain information when we have a legal obligation or lawful basis to do so|False
disclosure of your personal data|False
business transactions|False
if the company is involved in a merger, acquisition or asset sale, your personal data may be transferred|False
we will provide notice before your personal data is transferred and becomes subject to a different privacy policy|False
law enforcement|False
under certain circumstances, the company may be required to disclose your personal data if required to do so by law or in response to valid requests by public authorities (e|False
a court or a government agency)|False
other legal requirements|False
the company may disclose your personal data in the good faith belief that such action is necessary to:|False
comply with a legal obligation|False
protect and defend the rights or property of the company|False
prevent or investigate possible wrongdoing in connection with the service|False
protect the personal safety of users of the service or the public|False
protect against legal liability|False
security of your personal data|False
the security of your personal data is important to us, but remember that no method of transmission over the internet, or method of electronic storage is 100% secure|False
while we strive to use commercially acceptable means to protect your personal data, we cannot guarantee its absolute security|False
our service does not address anyone under the age of 13|False
we do not knowingly collect personally identifiable information from anyone under the age of 13|False
if you are a parent or guardian and you are aware that your child has provided us with personal data, please contact us|False
if we become aware that we have collected personal data from anyone under the age of 13 without verification of parental consent, we take steps to remove that information from our servers|False
if we need to rely on consent as a legal basis for processing your information and your country requires consent from a parent, we may require your parents consent before we collect and use that information|False
our service may contain links to other websites that are not operated by us|False
if you click on a third party link, you will be directed to that third partys site|False
we strongly advise you to review the privacy policy of every site you visit|False
we have no control over and assume no responsibility for the content, privacy policies or practices of any third party sites or services|False
we may update our privacy policy from time to time|False
we will notify you of any changes by posting the new privacy policy on this page|False
we will let you know via email and/or a prominent notice on our service, prior to the change becoming effective and update the "last updated" date at the top of this privacy policy|False
you are advised to review this privacy policy periodically for any changes|False
|False
changes to this privacy policy are effective when they are posted on this page|False
if you have any questions about this privacy policy, you can contact us:|False
by email: [email protected]|False
by mail: 52 cameron dr|False
, newport news, va 23606|False
as you explore our website, we encourage you to provide us with information about yourself, so we can contact you with the latest news about scott wyatt|False
we use cookies to personalize and enhance the interactivity of votescottwyatt|False
the team at wendell walker for delegate ("we," "our," or "us") is dedicated to preserving the privacy of our website's visitors and users ("you")|False
this privacy policy elucidates our methods for gathering, using, and disclosing your personal data on our website|False
by visiting and interacting with our website, you're agreeing to the terms of this privacy policy|False
information collection:|False
personal details: we might collect personal details that you willingly share with us, like your name, email id, mailing address, contact number, and any other data you provide via our website's forms|True
text message opt-in information: if you decide to receive text messages from us, we might gather your phone number and necessary data for the text messaging services|True
information collected automatically: we might automatically collect specific details about your device, browsing data, and usage habits when you visit our website|True
such information could include ip addresses, cookies, and other tracking tools|True
utilization of information:|False
we might use the personal details you provide for various purposes such as:|False
communicating with you, responding to your queries, and offering information about our campaign|False
sending you campaign updates, newsletters, and other relevant details|False
analyzing and enhancing our website's functionality, content, and user experience|False
fulfilling legal obligations and defending our rights and agreements|False
text message opt-in information: your phone number and related details collected for text messaging services will solely be used to deliver you campaign-related text messages and updates|False
information sharing:|False
we will not distribute, sell, rent, or expose your personal data to any third parties, except as stipulated in this privacy policy or when necessitated by law|False
text message opt-in information: we will not share or sell your text messaging opt-in data, consent, or associated personal information with any third parties, unless mandated by law|False
data protection:|False
we employ reasonable security measures and industry-standard protection technologies to safeguard your personal information|False
however, transmitting data over the internet or storing it electronically is not entirely secure, and we cannot promise complete security|False
third-party services:|False
our website may provide links to third-party websites or services|False
we hold no responsibility for the privacy practices or content of such third parties|False
we recommend that you review their privacy policies when visiting their websites or using their services|False
children's privacy:|False
our website isn't designed for use by individuals below 13 years of age|False
we don't intentionally collect personal data from children under 13|False
if we discover that we've inadvertently gathered personal data from a child under 13 without parental consent, we'll act promptly to remove such information from our records|False
amendments to this privacy policy:|False
we might revise this privacy policy occasionally to reflect changes in our methods or for other operational, legal, or regulatory purposes|False
any amendments will be immediately effective upon the updated privacy policy's posting on our website|False
we encourage you to check this page periodically to stay updated about our privacy practices|False
get in touch:|False
if you have any queries or concerns about this privacy policy or our privacy practices, feel free to contact us at: wendell@wendellwalker|False
org or (434) 515-2264|False
at masonforvirginia|False
com, accessible from https://www|False
masonforvirginia|False
com/, one of our main priorities is the privacy of our visitors|False
this privacy policy document contains types of information that is collected and recorded by masonforvirginia|False
com and how we use it|False
if you have additional questions or require more information about our privacy policy, do not hesitate to contact us|False
this privacy policy applies only to our online activities and is valid for visitors to our website with regards to the information that they shared and/or collect in masonforvirginia|False
this policy is not applicable to any information collected offline or via channels other than this website|False
consent|False
by using our website, you hereby consent to our privacy policy and agree to its terms|False
the personal information that you are asked to provide, and the reasons why you are asked to provide it, will be made clear to you at the point we ask you to provide your personal information|False
if you contact us directly, we may receive additional information about you such as your name, email address, phone number, the contents of the message you may send us, and any other information you may choose to provide|True
we use the information we collect in various ways, including to:|False
provide, operate, and maintain our website|False
|False
improve, personalize, and expand our website|
|False
understand and analyze how you use our website|False
communicate with you, either directly or through one of our partners, for marketing and promotional purposes|False
send you emails|False
|False
find and prevent fraud|False
com follows a standard procedure of using log files|False
these files log visitors when they visit websites|False
|False
all hosting companies do this and a part of hosting services analytics|False
the information collected by log files include internet protocol (ip) addresses, browser type, internet service provider (isp), date and time stamp, referring/exit pages, and possibly the number of clicks|True
|False
these are not linked to any information that is personally identifiable|False
the purpose of the information is for analyzing trends, administering the site, tracking users movement on the website, and gathering demographic information|False
cookies and web beacons|False
like any other website, masonforvirginia|False
com uses cookies|True
these cookies are used to store information including visitors preferences, and the pages on the website that the visitor accessed or visited|False
the information is used to optimize the users experience by customizing our web page content based on visitors browser type and/or other information|False
advertising partners privacy policies|False
|False
you may consult this list to find the privacy policy for each of the advertising partners of masonforvirginia|False
third-party ad servers or ad networks uses technologies like cookies, javascript, or web beacons that are used in their respective advertisements and links that appear on masonforvirginia|True
com, which are sent directly to users browser|False
they automatically receive your ip address when this occurs|True
these technologies are used to measure the effectiveness of their advertising campaigns and/or to personalize the advertising content that you see on websites that you visit|False
note that masonforvirginia|False
com has no access to or control over these cookies that are used by third-party advertisers|False
third party privacy policies|False
coms privacy policy does not apply to other advertisers or websites|False
thus, we are advising you to consult the respective privacy policies of these third-party ad servers for more detailed information|False
it may include their practices and instructions about how to opt-out of certain options|False
you can choose to disable cookies through your individual browser options|False
to know more detailed information about cookie management with specific web browsers, it can be found at the browsers respective websites|False
ccpa privacy rights (do not sell my personal information)|False
under the ccpa, among other rights, california consumers have the right to:|False
request that a business that collects a consumers personal data disclose the categories and specific pieces of personal data that a business has collected about consumers|False
request that a business delete any personal data about the consumer that a business has collected|False
request that a business that sells a consumers personal data, not sell the consumers personal data|False
if you make a request, we have one month to respond to you|False
if you would like to exercise any of these rights, please contact us|False
gdpr data protection rights|False
we would like to make sure you are fully aware of all of your data protection rights|False
every user is entitled to the following:|False
the right to access  you have the right to request copies of your personal data|False
we may charge you a small fee for this service|False
the right to rectification  you have the right to request that we correct any information you believe is inaccurate|False
you also have the right to request that we complete the information you believe is incomplete|False
the right to erasure  you have the right to request that we erase your personal data, under certain conditions|False
the right to restrict processing  you have the right to request that we restrict the processing of your personal data, under certain conditions|False
the right to object to processing  you have the right to object to our processing of your personal data, under certain conditions|False
the right to data portability  you have the right to request that we transfer the data that we have collected to another organization, or directly to you, under certain conditions|False
childrens information|False
another part of our priority is adding protection for children while using the internet|False
we encourage parents and guardians to observe, participate in, and/or monitor and guide their online activity|False
com does not knowingly collect any personal identifiable information from children under the age of 13|False
if you think that your child provided this kind of information on our website, we strongly encourage you to contact us immediately and we will do our best efforts to promptly remove such information from our records|False
